isFraud,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
0,180,CASH_IN,27674.67,12847541.8,12875216.47,711528.77,683854.1
0,186,PAYMENT,34678.49,3.0,0.0,0.0,0.0
0,373,PAYMENT,842.64,106624.0,105781.36,0.0,0.0
0,326,CASH_OUT,130488.64,0.0,0.0,2594669.48,2725158.12
0,16,TRANSFER,97508.07,0.0,0.0,1394866.87,2668870.57
0,382,PAYMENT,33294.59,14514.33,0.0,0.0,0.0
0,306,CASH_IN,158122.14,113.0,158235.14,0.0,0.0
0,209,PAYMENT,17492.96,0.0,0.0,0.0,0.0
0,213,PAYMENT,4860.27,13718.0,8857.73,0.0,0.0
0,20,PAYMENT,6325.17,10221.58,3896.41,0.0,0.0
0,276,PAYMENT,19454.83,0.0,0.0,0.0,0.0
0,307,PAYMENT,37169.35,0.0,0.0,0.0,0.0
0,302,PAYMENT,9003.89,0.0,0.0,0.0,0.0
0,321,CASH_IN,96474.01,4428692.83,4525166.85,105235.74,8761.72
0,375,CASH_OUT,21346.05,43516.0,22169.95,1310192.96,1331539.0
0,251,PAYMENT,20783.09,0.0,0.0,0.0,0.0
0,285,PAYMENT,2669.87,3891.65,1221.77,0.0,0.0
0,232,CASH_OUT,78189.1,0.0,0.0,2240239.82,2318428.92
0,400,CASH_IN,43233.18,22311074.44,22354307.62,625180.6,581947.41
0,18,PAYMENT,4105.02,0.0,0.0,0.0,0.0
0,348,PAYMENT,11060.28,92458.0,81397.72,0.0,0.0
0,137,CASH_OUT,295401.63,0.0,0.0,796362.88,1091764.52
0,214,PAYMENT,8949.94,10307.0,1357.06,0.0,0.0
0,355,CASH_OUT,186136.83,495861.0,309724.17,74602.57,260739.4
0,165,PAYMENT,1059.18,105878.2,104819.02,0.0,0.0
0,351,CASH_IN,336007.03,20522.0,356529.03,26478.61,0.0
0,330,PAYMENT,30508.6,172815.0,142306.4,0.0,0.0
0,14,CASH_OUT,249866.69,0.0,0.0,300910.45,550777.14
0,133,CASH_OUT,156350.26,0.0,0.0,1653638.37,1809988.64
0,378,TRANSFER,321796.64,6213.0,0.0,16094174.26,16415970.89
0,14,CASH_IN,38776.85,50592.0,89368.85,0.0,0.0
0,718,CASH_IN,56936.37,168171.0,225107.37,263934.25,206997.87
0,522,CASH_OUT,348069.72,334.0,0.0,0.0,348069.72
0,378,PAYMENT,2273.16,0.0,0.0,0.0,0.0
0,18,CASH_IN,176216.28,3160.0,179376.28,623953.71,447737.43
0,16,DEBIT,2175.62,0.0,0.0,490813.12,492988.75
0,190,CASH_OUT,229662.84,0.0,0.0,891625.54,1121288.38
0,166,PAYMENT,540.86,0.0,0.0,0.0,0.0
0,228,PAYMENT,37518.36,75346.0,37827.64,0.0,0.0
0,9,PAYMENT,6918.97,29805.0,22886.03,0.0,0.0
0,332,PAYMENT,23247.28,0.0,0.0,0.0,0.0
0,277,PAYMENT,9152.41,0.0,0.0,0.0,0.0
0,159,PAYMENT,11643.26,0.0,0.0,0.0,0.0
0,236,PAYMENT,20991.17,234670.0,213678.83,0.0,0.0
0,690,CASH_OUT,19530.04,346349.13,326819.09,157264.96,176794.99
0,301,CASH_OUT,36530.76,4027.0,0.0,0.0,36530.76
0,180,CASH_IN,431401.85,825056.84,1256458.69,1259848.91,828447.05
0,164,PAYMENT,11510.15,164127.58,152617.44,0.0,0.0
0,231,TRANSFER,173538.36,0.0,0.0,361639.24,535177.59
0,38,CASH_IN,287167.21,77975.0,365142.21,2674832.33,2589526.33
0,255,TRANSFER,934678.82,148013.0,0.0,356007.04,1290685.86
0,19,CASH_IN,327386.54,7198760.44,7526146.97,1852414.31,3369240.46
0,377,CASH_OUT,158434.1,201699.0,43264.9,133958.93,292393.03
0,184,PAYMENT,14098.87,0.0,0.0,0.0,0.0
0,40,CASH_OUT,10957.25,4507.0,0.0,12013.35,22970.61
0,186,CASH_IN,114994.14,11034563.94,11149558.08,3986993.28,3871999.14
0,351,CASH_OUT,189152.44,377556.72,188404.28,425672.01,614824.45
0,19,CASH_OUT,103679.88,11906.0,0.0,236408.7,120402.61
0,38,CASH_OUT,332282.71,30865.0,0.0,3129875.31,3695462.95
0,327,PAYMENT,20661.41,11576.0,0.0,0.0,0.0
0,397,PAYMENT,10851.94,876900.2,866048.26,0.0,0.0
0,401,CASH_IN,298495.8,1832468.1,2130963.9,1497399.77,1198903.97
0,254,CASH_OUT,188179.19,59959.0,0.0,1013024.28,1201203.48
0,300,PAYMENT,33112.16,200993.0,167880.84,0.0,0.0
0,38,TRANSFER,269028.94,4789.0,0.0,915215.35,1184244.29
0,137,CASH_IN,166687.58,125.0,166812.58,5628.21,0.0
0,2,PAYMENT,30858.63,7776.65,0.0,0.0,0.0
0,140,CASH_OUT,197556.94,0.0,0.0,799172.76,996729.7
0,44,CASH_OUT,85300.02,31657.0,0.0,472720.29,558020.31
0,522,CASH_OUT,59867.19,0.0,0.0,133224.65,193091.84
0,233,CASH_OUT,83109.32,8736.0,0.0,4408671.57,4491780.89
0,18,PAYMENT,22998.91,0.0,0.0,0.0,0.0
0,252,PAYMENT,987.51,0.0,0.0,0.0,0.0
0,253,PAYMENT,5458.93,0.0,0.0,0.0,0.0
0,378,CASH_IN,11877.12,4867007.41,4878884.53,420637.64,408760.52
0,177,TRANSFER,4392625.09,11049.06,0.0,5503329.82,9895954.91
0,474,CASH_OUT,235847.22,11958.0,0.0,687497.17,923344.39
0,378,PAYMENT,2194.38,0.0,0.0,0.0,0.0
0,163,CASH_OUT,99197.28,0.0,0.0,129060.67,228257.95
0,233,CASH_OUT,218681.66,61043.0,0.0,0.0,218681.66
0,374,TRANSFER,1490951.55,286077.07,0.0,11478824.0,12969775.55
0,307,PAYMENT,11548.71,149095.06,137546.34,0.0,0.0
0,278,CASH_OUT,50003.05,0.0,0.0,628107.22,678110.27
0,408,PAYMENT,37407.91,0.0,0.0,0.0,0.0
0,353,CASH_OUT,70431.1,1094.0,0.0,166462.4,236893.49
0,42,CASH_OUT,243241.25,22292.0,0.0,5318438.46,5561679.71
0,426,CASH_IN,39590.22,1930113.13,1969703.35,867541.84,827951.62
0,11,PAYMENT,2255.68,0.0,0.0,0.0,0.0
0,401,CASH_OUT,296032.58,30461.0,0.0,303982.6,316370.44
0,351,PAYMENT,11363.56,574607.32,563243.76,0.0,0.0
0,399,CASH_OUT,288.06,13360.0,13071.94,460729.04,461017.11
0,20,PAYMENT,5607.68,383.0,0.0,0.0,0.0
0,164,PAYMENT,3237.3,4366.0,1128.7,0.0,0.0
0,226,PAYMENT,42214.0,14894.0,0.0,0.0,0.0
0,373,TRANSFER,9402.19,0.0,0.0,253226.54,262628.73
0,20,PAYMENT,8542.31,0.0,0.0,0.0,0.0
0,161,PAYMENT,18055.34,106821.0,88765.66,0.0,0.0
0,155,CASH_IN,131027.8,47948.0,178975.8,0.0,0.0
0,373,CASH_OUT,36251.79,0.0,0.0,12222056.88,12258308.67
0,182,CASH_OUT,146882.16,0.0,0.0,205280.54,352162.69
0,279,CASH_IN,312451.83,6029533.17,6341984.99,932781.04,620329.22
0,373,TRANSFER,2114005.48,0.0,0.0,9044847.48,11158852.96
0,158,CASH_IN,50020.61,15988140.04,16038160.65,6674804.61,6624784.0
0,233,TRANSFER,323717.8,0.0,0.0,889703.02,1213420.82
0,471,CASH_OUT,333109.68,0.0,0.0,17175557.45,17508667.13
0,405,PAYMENT,2830.11,50466.0,47635.89,0.0,0.0
0,164,TRANSFER,1198166.03,0.0,0.0,6705757.74,7903923.76
0,524,PAYMENT,409.12,183719.9,183310.78,0.0,0.0
0,476,CASH_IN,107763.5,18796.0,126559.5,236231.25,128467.75
0,380,CASH_OUT,274865.43,51603.0,0.0,2963299.45,3252685.07
0,7,TRANSFER,1465989.27,0.0,0.0,2339419.98,7837942.9
0,132,CASH_IN,310517.29,39910.0,350427.29,0.0,0.0
0,379,CASH_IN,244751.92,1267646.8,1512398.72,962550.32,717798.4
0,403,CASH_IN,350605.63,10701296.92,11051902.55,3264161.97,2913556.34
0,189,CASH_OUT,64983.19,12715.0,0.0,773364.31,838347.5
0,18,CASH_OUT,11317.73,0.0,0.0,2375221.46,2386539.19
0,373,CASH_OUT,202159.21,277.0,0.0,470536.95,672696.16
0,178,CASH_OUT,329882.5,36163.0,0.0,41280.65,349812.82
0,212,CASH_OUT,102633.7,0.0,0.0,2215481.57,2318115.27
0,16,CASH_OUT,8804.94,0.0,0.0,155862.42,291549.73
0,37,CASH_OUT,103467.7,0.0,0.0,143433.23,246900.92
0,38,CASH_OUT,21591.62,36143.0,14551.38,0.0,21591.62
0,207,CASH_OUT,61199.32,51651.0,0.0,145945.2,207144.52
0,348,CASH_OUT,44303.52,0.0,0.0,1619950.57,1664254.09
0,40,CASH_IN,193980.76,7955430.49,8149411.25,3226391.61,3032410.85
0,153,CASH_IN,44862.01,2334022.9,2378884.91,330945.8,286083.79
0,36,CASH_OUT,432508.51,303.0,0.0,6426071.28,6858579.78
0,338,PAYMENT,3027.41,1058.0,0.0,0.0,0.0
0,154,CASH_OUT,41981.41,26610.0,0.0,415733.67,457715.08
0,239,PAYMENT,6959.36,80.0,0.0,0.0,0.0
0,228,CASH_IN,182270.37,782327.86,964598.24,475227.44,292957.06
0,382,CASH_OUT,166582.1,0.0,0.0,1850710.48,2017292.58
0,311,PAYMENT,4837.89,10726.0,5888.11,0.0,0.0
0,188,PAYMENT,905.76,31865.84,30960.08,0.0,0.0
0,35,PAYMENT,9539.42,110078.3,100538.87,0.0,0.0
0,181,CASH_OUT,217106.64,142707.0,0.0,320117.08,537223.71
0,181,CASH_IN,31917.34,1417949.58,1449866.93,391090.28,359172.93
0,44,CASH_IN,405653.29,431317.19,836970.48,1196172.33,921212.01
0,346,CASH_OUT,330641.26,67832.0,0.0,71632.36,402273.62
0,158,PAYMENT,3977.11,0.0,0.0,0.0,0.0
0,297,TRANSFER,4029712.56,0.0,0.0,4487041.03,8516753.59
0,141,CASH_IN,101624.18,719235.42,820859.6,1325459.77,1223835.59
0,138,CASH_OUT,155758.28,0.0,0.0,1398062.43,1553820.71
0,573,CASH_OUT,236747.99,0.0,0.0,575785.65,812533.64
0,215,CASH_IN,128310.05,576130.38,704440.44,725335.39,597025.34
0,10,CASH_OUT,19997.05,10243.0,0.0,710417.83,730414.88
0,251,PAYMENT,14914.02,24520.0,9605.98,0.0,0.0
0,377,CASH_OUT,250672.08,5077.0,0.0,798909.16,1049581.24
0,210,CASH_IN,363666.93,2657621.21,3021288.14,3822259.09,3458592.16
0,257,CASH_OUT,18951.22,0.0,0.0,766929.82,785881.04
0,476,CASH_OUT,24591.02,4302.0,0.0,0.0,24591.02
0,356,CASH_OUT,190265.91,166637.0,0.0,4315546.77,4505812.67
0,36,CASH_OUT,331656.99,19550.0,0.0,0.0,331656.99
0,357,PAYMENT,21590.16,22622.0,1031.84,0.0,0.0
0,345,PAYMENT,23728.33,51315.71,27587.38,0.0,0.0
0,476,CASH_OUT,74770.36,0.0,0.0,395332.03,470102.4
0,20,CASH_OUT,72823.78,505283.0,432459.22,660306.56,733130.34
0,356,PAYMENT,13946.33,51587.0,37640.67,0.0,0.0
0,16,CASH_OUT,42223.63,0.0,0.0,347670.03,389893.66
0,132,CASH_OUT,374049.67,66045.84,0.0,623460.91,997510.58
0,370,PAYMENT,11708.65,0.0,0.0,0.0,0.0
0,131,CASH_OUT,126024.28,0.0,0.0,166702.22,292726.5
0,278,CASH_IN,96821.26,966.0,97787.26,60532.19,0.0
0,208,CASH_IN,175138.85,579.0,175717.85,0.0,0.0
0,141,PAYMENT,9039.29,0.0,0.0,0.0,0.0
0,379,PAYMENT,33762.93,0.0,0.0,0.0,0.0
0,401,CASH_IN,15617.72,2968772.49,2984390.21,4137505.74,4121888.02
0,399,CASH_OUT,41515.94,0.0,0.0,613432.55,250951.83
0,234,PAYMENT,13275.57,0.0,0.0,0.0,0.0
0,280,CASH_OUT,50115.82,0.0,0.0,733019.3,783135.12
0,16,PAYMENT,525.23,101657.0,101131.77,0.0,0.0
0,14,CASH_IN,72554.75,8217.0,80771.75,0.0,172408.98
0,587,CASH_IN,125858.57,8569849.12,8695707.69,552580.85,426722.28
0,402,CASH_OUT,198689.07,0.0,0.0,5307192.05,5505881.12
0,305,TRANSFER,10000000.0,304569.0,0.0,3343612.05,38371975.0
0,154,CASH_OUT,232703.23,0.0,0.0,2504923.15,2737626.38
0,188,PAYMENT,5924.16,9810.0,3885.84,0.0,0.0
0,354,CASH_IN,8894.2,641.0,9535.2,864442.09,855547.89
0,253,PAYMENT,7553.65,0.0,0.0,0.0,0.0
0,140,CASH_OUT,70663.69,0.0,0.0,13982409.57,14053073.26
0,44,PAYMENT,11702.75,0.0,0.0,0.0,0.0
0,255,CASH_OUT,154472.25,73462.0,0.0,2314.77,156787.02
0,282,CASH_OUT,155368.89,104.0,0.0,0.0,155368.89
0,299,DEBIT,87106.7,140.0,0.0,548380.93,635487.63
0,349,CASH_OUT,48951.95,0.0,0.0,707505.55,756457.5
0,351,CASH_IN,318677.64,4422569.01,4741246.65,5697635.89,5378958.25
0,544,CASH_OUT,413633.9,42145.0,0.0,0.0,413633.9
0,230,CASH_OUT,156618.67,0.0,0.0,1946801.37,2103420.04
0,129,CASH_OUT,421792.63,604157.0,182364.37,618193.46,1039986.09
0,226,CASH_OUT,317905.82,0.0,0.0,4946830.9,5264736.72
0,256,CASH_OUT,216325.12,5050.0,0.0,51490.06,267815.18
0,166,PAYMENT,4509.04,9717.0,5207.96,0.0,0.0
0,135,CASH_IN,65079.72,227.0,65306.72,3139.48,0.0
0,403,PAYMENT,61.88,44949.0,44887.12,0.0,0.0
0,401,PAYMENT,10773.27,0.0,0.0,0.0,0.0
0,346,PAYMENT,3095.48,0.0,0.0,0.0,0.0
0,265,CASH_IN,96448.18,6010999.2,6107447.38,2024447.87,1927999.7
0,12,CASH_IN,254481.63,15494162.41,15748644.04,2260977.89,3098566.67
0,522,PAYMENT,14495.42,0.0,0.0,0.0,0.0
0,182,CASH_IN,153347.73,53611.0,206958.73,31821.62,0.0
0,277,CASH_OUT,149263.39,18349.0,0.0,0.0,149263.39
0,154,CASH_OUT,550275.83,15230.0,0.0,530200.96,1080476.79
0,15,CASH_IN,4066.39,12278978.33,12283044.73,59226.59,55160.2
0,305,TRANSFER,10000000.0,21585.0,0.0,0.0,16623262.37
0,137,PAYMENT,5585.73,276751.84,271166.12,0.0,0.0
0,138,CASH_IN,295774.29,109651.0,405425.29,228527.82,0.0
0,259,CASH_OUT,59427.6,0.0,0.0,754299.49,813727.08
0,178,TRANSFER,672191.65,0.0,0.0,9938821.9,10611013.55
0,378,CASH_IN,170439.41,1046.0,171485.41,0.0,0.0
0,402,CASH_OUT,377961.83,0.0,0.0,2813615.29,3191577.12
0,158,PAYMENT,16193.1,0.0,0.0,0.0,0.0
0,131,CASH_OUT,25531.53,0.0,0.0,159883.15,185414.68
0,325,CASH_OUT,62626.38,16255.0,0.0,236047.39,298673.77
0,13,CASH_IN,96155.17,5031723.69,5127878.87,458028.26,361873.08
0,159,PAYMENT,4583.55,199681.2,195097.65,0.0,0.0
0,37,PAYMENT,5423.66,670605.61,665181.95,0.0,0.0
0,18,CASH_IN,135141.1,10828.0,145969.1,348731.35,213590.25
0,239,CASH_IN,350167.54,27015.0,377182.54,389218.16,39050.62
0,181,CASH_IN,377307.57,153.0,377460.57,3729535.83,3352228.26
0,159,CASH_IN,55791.29,123044.0,178835.29,0.0,0.0
0,311,PAYMENT,16445.97,40464.0,24018.03,0.0,0.0
0,355,TRANSFER,569860.37,0.0,0.0,978501.41,1548361.78
0,357,TRANSFER,801796.51,0.0,0.0,4440192.46,5241988.96
0,394,CASH_OUT,258808.47,0.0,0.0,5859921.01,6118729.48
0,230,PAYMENT,25508.11,111733.0,86224.89,0.0,0.0
0,258,PAYMENT,92.3,0.0,0.0,0.0,0.0
0,375,CASH_OUT,11084.85,0.0,0.0,2487153.24,2498238.09
0,130,CASH_IN,221742.94,4527013.36,4748756.3,690443.89,468700.96
0,138,CASH_OUT,270976.21,19827.0,0.0,0.0,270976.21
0,17,TRANSFER,995690.53,12247.0,0.0,0.0,413487.55
0,163,CASH_OUT,38769.59,5187.0,0.0,462207.81,500977.4
0,373,CASH_IN,242870.92,2263084.48,2505955.41,1129322.2,886451.27
0,307,CASH_IN,26359.21,23337853.9,23364213.11,397369.59,371010.38
0,208,CASH_OUT,84467.31,0.0,0.0,537349.83,621817.14
0,337,DEBIT,3563.98,317.0,0.0,740665.37,744229.35
0,578,CASH_OUT,192014.63,342534.91,150520.28,4264632.71,4456647.34
0,43,CASH_IN,240606.98,419341.0,659947.98,844914.22,604307.25
0,298,PAYMENT,3865.02,1142.0,0.0,0.0,0.0
0,212,CASH_OUT,106782.55,140634.0,33851.45,378620.8,485403.36
0,14,CASH_OUT,19819.74,0.0,0.0,194692.84,214512.58
0,139,CASH_OUT,77891.78,1040.0,0.0,2011677.35,2089569.12
0,14,CASH_OUT,218644.55,0.0,0.0,315613.5,534258.04
0,380,CASH_OUT,37724.94,50636.0,12911.06,63335.31,101060.25
0,276,CASH_OUT,75975.45,31937.0,0.0,0.0,75975.45
0,309,CASH_IN,222060.45,782076.47,1004136.92,586945.75,364885.3
0,205,CASH_OUT,218890.1,8520.0,0.0,1299074.08,1517964.17
0,206,CASH_OUT,352789.98,6641.0,0.0,0.0,352789.98
0,12,CASH_IN,97361.87,735639.43,833001.29,420075.76,870946.6
0,161,CASH_IN,235820.1,14599943.44,14835763.55,1166855.78,1424961.26
0,225,PAYMENT,19940.9,433.0,0.0,0.0,0.0
0,163,PAYMENT,6591.82,28381.06,21789.24,0.0,0.0
0,129,TRANSFER,1100215.54,0.0,0.0,6652414.96,7752630.5
0,158,PAYMENT,13059.47,0.0,0.0,0.0,0.0
0,372,PAYMENT,4831.52,0.0,0.0,0.0,0.0
0,280,PAYMENT,12660.43,216715.0,204054.57,0.0,0.0
0,351,CASH_IN,88421.39,714674.94,803096.33,1793396.01,1704974.62
0,95,PAYMENT,5658.02,170.0,0.0,0.0,0.0
0,130,CASH_IN,345516.22,3766318.89,4111835.11,1185574.78,840058.56
0,46,CASH_IN,219669.47,14576764.71,14796434.19,724536.8,504867.33
0,275,TRANSFER,1373606.22,0.0,0.0,13771886.39,15145492.61
0,211,CASH_OUT,166622.62,0.0,0.0,283752.45,450375.07
0,160,CASH_OUT,26329.95,0.0,0.0,196605.17,222935.12
0,377,PAYMENT,14374.5,72393.0,58018.5,0.0,0.0
0,211,CASH_IN,147647.09,32106.0,179753.09,309944.78,162297.69
0,13,CASH_OUT,14686.28,0.0,0.0,497183.76,171193.98
0,37,PAYMENT,12807.81,0.0,0.0,0.0,0.0
0,212,PAYMENT,3019.98,19084.14,16064.16,0.0,0.0
0,215,PAYMENT,62836.4,34278.24,0.0,0.0,0.0
0,205,PAYMENT,190.08,0.0,0.0,0.0,0.0
0,287,CASH_IN,210421.75,7745265.93,7955687.67,1106942.52,896520.78
0,690,PAYMENT,25081.09,0.0,0.0,0.0,0.0
0,681,CASH_IN,99657.31,173113.0,272770.31,0.0,0.0
0,206,CASH_OUT,265704.97,10617.5,0.0,1701798.59,1967503.55
0,347,CASH_IN,316186.38,50049.0,366235.38,0.0,0.0
0,347,CASH_OUT,181918.76,20077.0,0.0,121493.51,303412.27
0,381,PAYMENT,11516.04,35424.0,23907.96,0.0,0.0
0,190,PAYMENT,10423.93,734959.4,724535.47,0.0,0.0
0,228,CASH_OUT,348350.58,0.0,0.0,989968.41,1338318.99
0,213,PAYMENT,1882.28,78419.0,76536.72,0.0,0.0
0,259,CASH_IN,98471.47,8878020.56,8976492.04,1570179.11,1471707.64
0,397,CASH_OUT,84485.85,23029.0,0.0,67559.47,152045.31
0,252,PAYMENT,2433.14,0.0,0.0,0.0,0.0
0,324,PAYMENT,21554.01,339782.0,318227.99,0.0,0.0
0,206,CASH_OUT,270956.6,0.0,0.0,1029621.84,1300578.44
0,355,PAYMENT,491.42,0.0,0.0,0.0,0.0
0,284,PAYMENT,885.92,3822.21,2936.29,0.0,0.0
0,612,CASH_IN,91521.95,11121.0,102642.95,101396121.55,101304599.6
0,36,CASH_OUT,143403.67,187.0,0.0,30659.3,174062.97
